Ticker,Q-String,Date,Hawkes,Reversability,RSI,Vol Ratio,Idiosyncratic Vol,Abnormal Volume Call,Abnormal Volume Put,After Market,ATM Call Open Interest Ratio,ATM Put Open Interest Ratio,Beta,Call Put Ratio,Day Of Week,Kurt Delta,Skew Delta,Implied Move,Implied Vol,IV Slope,Log Market Cap,Vix,PNL Bid Ask (8),PNL Realistic (8),PNL Stock (8),PNL Log Return (8),PNL Margin (8),PNL Mid (8),PNL Raw (8),PNL Hedged (8),Earnings Std (8),Realized Move Pct Abs (1),Realized Move Pct Abs (2)
WB,2018-Q4,11/27/2018,61.05367454,0.155318216,45.15755818,1.486596851,0.57557771,-0.904368678,-0.389737567,0,0.020544783,0.011542013,2.085497113,1.266875981,2,1.516351191,0.380065197,0.121916983,1.487527,0.0748925,22.05498302,19.02,-0.945544543,-0.813971313,-0.04387722,-0.358486884,-0.163631887,-0.691165101,-3.0969,0.41194554,0.132583799,0.040493591,0.141964216
WB,2019-Q1,3/4/2019,69.73371655,0.400641919,70.19765073,0.610985793,0.506566602,0.108241313,-0.398611357,0,0.016111234,0.003972633,3.14726909,1.445223961,1,-4.025145979,-0.57410694,0.094637012,1.0085095,0.045013643,22.40926864,14.63,-0.816828378,-0.692189459,-0.032905724,-0.242669849,-0.126852883,-0.576057115,-2.588011111,0.49620777,0.127188827,0.048900169,0.040493591
WB,2019-Q2,5/22/2019,61.87405517,0.177701177,25.42756217,0.912968264,0.380461261,-0.632862475,-0.001344252,0,0.02114675,0.020011354,2.911442699,1.454197144,3,-0.102683629,0.142182327,0.103735096,1.4916265,0.098587857,22.06243476,14.75,-0.735971172,-0.623097245,-0.028145041,-0.17263243,-0.11004861,-0.51800387,-2.274511111,0.466827322,0.125477866,0.036617383,0.048900169
WB,2019-Q3,8/16/2019,38.87410246,0.148992718,48.91697484,0.693328434,0.282292083,4.741762046,4.77187542,0,0.030484486,0.057702776,1.902974058,0.975268817,0,0.347159386,0.141304984,0.111896638,0.9411355,0.028837429,21.74055453,18.47,-0.56712549,-0.475765998,-0.020640016,-0.095720095,-0.08103781,-0.390245107,-1.810788889,0.4894484,0.118909807,0.112783425,0.036617383
WB,2019-Q4,11/13/2019,53.19521001,0.198648962,58.04267788,1.132639569,0.295123618,-1.45709383,-0.660740444,0,0.00703027,0.024449221,2.322600172,1.343828715,3,3.222223785,0.983587908,0.09825388,1.408032,0.094974786,22.09360912,13,-0.335990082,-0.248484377,-0.005975441,-0.000724041,-0.025128569,-0.166532694,-0.730466667,0.56321271,0.093408379,0.141046386,0.112783425
WB,2020-Q1,2/25/2020,45.3915999,0.308210171,43.12437149,2.377781496,0.487997248,-0.82175548,-1.082739013,0,0.002064993,0.00565156,0.773798238,0.809439528,2,-4.661594285,-0.624800793,0.129265359,1.5363985,0.086107643,21.89747529,27.85,-0.559912428,-0.46199603,-0.023855292,-0.198279972,-0.087043096,-0.370466489,-1.894411111,0.405782098,0.107940787,0.17696097,0.141046386
WB,2020-Q2,5/18/2020,36.99564786,0.088481306,63.12228317,1.35086896,0.456859898,2.988641527,0.123411978,0,0.035111719,0.006383949,0.510329809,1.375947996,1,0.409975912,0.259232556,0.112446184,1.1795915,0.055582857,21.72752503,29.3,-0.319445653,-0.2543094,-0.01428896,-0.044988033,-0.052156843,-0.192689982,-1.279322222,0.300971182,0.107664936,0.045873675,0.17696097
WB,2020-Q3,9/25/2020,36.39837839,0.19068934,41.04815184,0.905909945,0.405620211,0.993857558,6.830685204,0,0.000552181,0.007178355,0.915482427,1.851968504,0,-2.377313206,-0.38460235,0.100968018,0.891006,0.023898571,21.60994689,26.38,-0.239025996,-0.177838418,-0.007451236,0.041304611,-0.029053764,-0.119902945,-0.842511111,0.351272813,0.097172065,0.019398907,0.045873675
WB,2021-Q1,3/17/2021,54.92871569,0.203177538,44.97291482,1.042861023,0.498928506,7.558637423,-0.801081446,0,0.004328079,0.005343308,0.821179926,0.41287936,3,-1.232832688,-0.007763116,0.083089631,1.2247055,0.069887143,22.0482613,19.23,-0.173395844,-0.10788586,-0.001590552,0.086903322,-0.008362116,-0.04607625,-0.0301,0.421236852,0.102571794,,0.074370006
WB,2021-Q2,5/7/2021,51.33393997,0.179483144,44.56841826,1.551195598,0.345755591,0.669714286,1.480519481,0,0.003108003,0.035742036,-0.274245929,1.938356164,0,-3.745680392,-0.316547584,0.083467969,0.758678,0.018741214,21.99680104,16.69,-0.216541734,-0.141034985,-0.005030688,0.051076514,-0.018785774,-0.070219654,-0.248525,0.431024234,0.102383695,0.046788263,
WB,2021-Q3,8/17/2021,56.67881157,0.11047165,24.05206768,0.718162077,0.482908697,-1.080110119,-1.305233424,0,0,0.002071368,0.770634187,1.057934509,2,-3.172236582,-0.58448199,0.095005297,1.1951915,0.053116286,21.96369808,17.91,-0.224266212,-0.14844475,-0.005644744,0.039047261,-0.020887202,-0.077370135,-0.3770375,0.448230651,0.102568172,0.015863077,0.046788263
WB,2021-Q4,11/10/2021,47.45508584,0.89033661,36.70313227,1.037799046,0.362262704,-0.328420693,-1.044621349,0,0.020068656,0.015579614,0.211461351,0.122074074,3,-3.874383937,-0.65399332,0.085237267,1.2495945,0.073619429,21.91348295,18.73,-0.154247534,-0.074450492,0.001092042,0.117424826,0.002385981,-0.00024444,-0.044175,0.545534188,0.094341811,0.035814455,0.015863077
WB,2022-Q1,3/2/2022,30.84227909,0.324588995,32.91891585,1.763210309,0.495105463,5.037037037,-0.235294118,0,0.050704225,0.104225352,1.212289318,1.275641026,3,0.55589147,0.275473221,0.101717982,1.5108985,0.082373857,21.47354532,30.74,-0.051344944,0.026095468,0.010308016,0.212966951,0.033294492,0.097698117,0.3139,0.654290202,0.080270052,0.046052632,0.035814455
WB,2022-Q2,5/31/2022,22.20868533,0.178610886,58.51598159,1.471502665,0.461098588,-0.291909814,-0.624119557,0,0.053156146,0.035548173,0.473019862,0.481299213,2,-10.25353333,-2.141952289,0.112872151,1.3832535,0.068402357,21.32825699,26.19,0.161323667,0.237392837,0.028168903,0.392280938,0.095363283,0.307811522,1.126075,0.913238702,0.039865974,0.005105762,0.046052632
WB,2022-Q3,8/31/2022,20.18906067,0.205703614,62.25083347,0.752313673,0.482463462,-0.843263037,3.727579333,0,0.049142857,0.005714286,0.632046551,2.091872792,3,,,0.083312411,1.222852,0.071531357,21.27438134,25.87,0.170920176,0.247090182,0.028514096,0.410699071,0.097368592,0.317793946,0.9953375,0.926988867,0.031795602,0.000454545,0.005105762
WB,2022-Q4,11/16/2022,13.93673596,0.255628433,57.23591128,1.24561443,0.800653223,-1.060212897,-0.213101815,0,0.248824451,0.07523511,0.915148809,3.354948805,3,,,0.098673521,1.438986,0.087456214,20.93358581,24.11,0.143297427,0.218006239,0.024996573,0.364523468,0.086079371,0.287495278,0.8410375,0.985930371,0.038547603,0.048815853,0.000454545
WB,2023-Q1,2/28/2023,22.56225427,0.113129137,45.72490003,2.252990992,0.567168642,0.433887759,0.005641311,0,0.001249479,0.001249479,1.470830567,0.101881597,2,3.957219101,0.441797872,0.100270631,1.2218605,0.061837143,21.2658288,20.7,0.151373943,0.234102376,0.026740672,0.389939903,0.09224021,0.309865223,0.841,1.043715701,0.038394504,0.07359892,0.048815853
WB,2023-Q3,8/23/2023,14.08332762,0.019213974,44.02904985,1.410211979,0.413272906,1.96463842,-1.619181193,0,0.003419973,0.006155951,1.794617407,0.117737003,3,-95.55184868,-9.811773145,0.079116925,1.1491585,0.071525643,20.91635851,15.98,0.145074557,0.223032797,0.025771641,0.372658994,0.088492517,0.294543305,0.769025,0.962109932,0.04921705,,0.075435203
WB,2023-Q4,11/8/2023,12.50154196,0.071566563,49.30484353,1.468678281,0.309135333,-1.885249411,0.285444036,0,0.082204577,0.028724895,1.334179338,1.986052999,3,,,0.068550067,1.018062,0.055558357,20.7832528,14.45,0.181954588,0.261732477,0.027985823,0.442476302,0.096800966,0.334765397,0.6794,0.977866328,0.050014496,0.031626506,
ANET,2014-Q4,11/6/2014,83.02333435,0.026609993,57.71587268,1.162267053,0.504246815,-0.325258465,-1.140031568,1,0.086925795,0.020965842,2.598100654,0.670602125,3,-1.23507282,-0.23138674,0.096216591,0.7157505,0.003588304,22.44946386,13.67,,,,,,,,,,,
ANET,2015-Q1,2/19/2015,65.2151724,0.096680088,59.83506385,0.994765509,0.4021014,6.025284212,6.821449564,1,0.058868356,0.023433035,0.176547299,0.286309427,3,5.22655789,0.880300955,0.093110536,1.8525035,0.045934321,22.20037295,15.29,-0.171858586,-0.114669951,-0.00717937,-0.068773115,-0.02167474,-0.060230769,-0.6264,0.201716088,,0.107965616,
ANET,2015-Q2,5/14/2015,68.30370619,0.047964133,63.41669776,0.825136934,0.289199173,12.43355719,28.74884793,1,0.175303556,0.020164788,0.744490086,0.479153303,3,-16.58623904,-2.331750363,0.082255351,1.6365315,0.033711814,22.24464125,12.74,0.269839938,0.303453888,0.026370603,0.621693825,0.089517345,0.335265781,1.7238,0.438587774,0.0816473,0.007501103,0.107965616
ANET,2015-Q3,8/6/2015,85.99356449,0.050736311,48.27214813,1.173711204,0.284355648,17.65165441,6.556957526,1,0.051775148,0.065384615,0.930435175,0.374263062,3,-1.43840774,-0.20927098,0.084748284,0.5638505,0.004146429,22.4147176,13.77,0.181342567,0.211674829,0.018760686,0.431760356,0.063918316,0.24036717,1.230533333,0.257773375,0.057733853,0.05064577,0.007501103
ANET,2015-Q4,11/5/2015,66.9091371,0.165462103,31.69337207,0.874461615,0.393564134,0.172322729,-0.972289981,1,0.023353615,0.636453114,0.677345637,0.343430701,3,1.570786033,0.55419916,0.125085163,0.759834,0.007056286,22.15301544,15.05,0.156840259,0.188619603,0.017594662,0.368339084,0.059737965,0.218865982,1.2104,0.275966015,0.062152906,0.030644766,0.05064577
ANET,2016-Q1,2/18/2016,61.12957679,0.545617913,46.02554914,0.744606394,0.424118232,2.595764273,35.04634581,1,0.048078496,0.259852821,1.46543291,0.986679662,3,-2.985992319,-0.363726634,0.133754402,2.6611435,0.068669571,22.09444945,21.64,0.012368759,0.050895682,0.003262302,0.222033342,0.015911417,0.087511086,0.29832,0.202590994,0.092169447,0.137185281,0.030644766
ANET,2016-Q2,5/5/2016,66.63926708,0.031826316,43.72511207,0.661992446,0.389995279,0.792116974,0.076923077,1,0.080740217,0.271570014,2.117696742,0.451993839,3,3.764016322,0.948268684,0.102116855,0.646055,0.005402536,22.19589795,15.91,0.049747503,0.083530457,0.007659829,0.234393457,0.028143396,0.115652051,0.535933333,0.179958204,0.09476014,0.117798796,0.137185281
ANET,2016-Q3,8/4/2016,72.87981792,0.177701177,56.39832132,0.366839823,0.220571276,-0.379942141,3.11971831,1,0.0314014,0.206980083,2.325449859,0.311757091,3,4.797337982,0.704652504,0.100278488,0.6151125,0.005569929,22.32075296,12.42,0.083449133,0.119862264,0.012502969,0.267201562,0.042681487,0.154441685,0.836871429,0.228866689,0.087181124,0.051116703,0.117798796
ANET,2016-Q4,11/3/2016,86.43760741,0.223204359,43.02828581,0.760182058,0.183894327,0.585580331,32.89535588,1,0.017105423,0.045614461,1.052590903,0.300978535,3,-17.19638097,-2.091426524,0.083114864,0.5503135,0.004097018,22.46710392,22.08,0.099803706,0.138051713,0.0148903,0.281071324,0.049916473,0.174496336,1.0166375,0.256560006,0.081401209,0.003333796,0.051116703
ANET,2017-Q1,2/16/2017,100.4154524,0.345718317,68.63350471,0.339849889,0.330135077,6.653586536,3.104716946,1,0.066298343,0.048873778,2.05206869,0.613301337,3,-31.53359274,-2.960120548,0.067026944,1.333551,0.032856125,22.67385581,11.76,0.073230159,0.124552096,0.014814634,0.2697297,0.049613316,0.172738996,1.033266667,0.269282308,0.076188262,0.01498538,0.003333796
ANET,2017-Q2,5/4/2017,142.1498482,0.511774059,74.77746501,1.354982227,0.138394292,2.535484346,1.508223096,1,0.022640646,0.009986278,1.158594869,0.260134486,3,-15.63597197,-0.850317777,0.077406592,0.4762135,0.004279536,23.03466315,10.46,-0.196144044,-0.14107206,0.000653327,0.140776485,-0.006490795,-0.089347969,-0.395577778,0.23217866,0.077112621,0.188579415,0.01498538
ANET,2017-Q3,8/3/2017,156.5954693,0.21210054,36.39554252,0.647227048,0.238157799,-1.821392601,-0.888829979,1,0.007172543,0.068507843,2.629020049,2.454840204,3,-10.38339746,-1.228422384,0.121696523,0.6994965,0.007508179,23.06244824,10.44,-0.247542707,-0.186803982,-0.002862654,0.046625685,-0.017494359,-0.129757776,-0.407755556,0.205467552,0.075639904,0.032239658,0.188579415
ANET,2017-Q4,11/2/2017,198.2036859,0.311828064,36.44131431,0.444545122,0.300119719,1.045295041,2.17236206,1,0.014997857,0.169118697,1.9315532,0.714670585,3,-2.570321594,-0.289351587,0.11612004,0.643,0.007626875,23.29894664,9.93,-0.354824044,-0.28702262,-0.01325261,-0.025724799,-0.050479745,-0.223450053,-1.874866667,0.194784821,0.0758963,0.194376952,0.032239658
ANET,2018-Q1,2/15/2018,288.0876058,0.227957065,72.55344995,0.960073965,0.266992282,-0.241544932,0.098887028,1,0.027149862,0.006578161,1.339905396,0.610362096,3,-6.962846488,-0.993373761,0.101899978,2.027376,0.053147821,23.83732251,19.13,-0.423267551,-0.340378772,-0.017312566,-0.068388911,-0.063888407,-0.264632166,-2.454422222,0.160501371,0.073444142,0.11215985,0.194376952
ANET,2018-Q2,5/3/2018,270.4503018,0.111777287,57.68823599,0.660856281,0.382214212,0.484039386,1.0198045,1,0.024918743,0.001805706,1.411026516,1.467914439,3,-0.590091669,-0.074265687,0.108399107,2.156681,0.188258071,23.71488274,15.9,-0.519334578,-0.436856267,-0.023684419,-0.121041815,-0.088330121,-0.361484572,-5.894533333,0.13085345,0.117215568,0.18986232,0.11215985
ANET,2018-Q3,8/2/2018,277.2522372,0.042511446,55.28903742,0.703027821,0.291162482,-0.221819641,-0.907126552,1,0.014792256,0.001522732,2.558826555,0.806286837,3,-0.277441373,-0.011722431,0.106146489,2.1118635,0.185452714,23.73009597,12.19,-0.544890584,-0.459985204,-0.026294534,-0.146077076,-0.095887636,-0.382366088,-5.902866667,0.099153258,0.123526892,0.08512227,0.18986232
ANET,2018-Q4,11/1/2018,242.1960601,0.087110073,45.19651832,1.001660172,0.2701063,-0.885513938,-0.547483883,1,0.038359084,0.003995738,1.931636714,1.774575018,3,1.201735973,-0.033525044,0.103065027,2.0505555,0.169217,23.61528019,19.34,-0.539395895,-0.457906756,-0.027218074,-0.145126317,-0.097547556,-0.383538808,-5.192144444,0.058444408,0.126638817,0.052639323,0.08512227
ANET,2019-Q1,2/14/2019,232.5834657,0.211609131,58.89605351,0.81120473,0.286738243,0.243826819,0.16455497,1,0.098295364,0.003026924,1.512006148,1.03007762,3,-4.110755742,-0.563123345,0.096106051,1.9121015,0.169290857,23.62255951,16.22,-0.554397129,-0.47525172,-0.02942486,-0.170730373,-0.104174843,-0.403266452,-5.130588889,-0.008916772,0.127046996,0.069762616,0.052639323
ANET,2019-Q2,5/2/2019,328.330425,0.491559467,41.5424165,0.982359195,0.225721859,-0.691544449,-0.98478803,1,0.008190754,0.049326538,1.688561942,0.788411458,3,0.155269957,0.186514466,0.087020139,1.7313305,0.145392571,23.89219021,14.42,-0.583422305,-0.512597763,-0.033196084,-0.21518554,-0.117101262,-0.448391807,-5.788066667,-0.089550639,0.128595067,0.096228923,0.069762616
ANET,2019-Q3,8/1/2019,281.7239702,0.34649944,59.92070745,0.800495214,0.305528908,0.100460087,-0.050171246,1,0.011315417,0.009665252,1.082749286,1.296697347,3,-3.969466215,-0.541625297,0.112068484,2.229686,0.196972357,23.76101841,17.87,-0.355061104,-0.286567257,-0.021504455,-0.116544385,-0.070598621,-0.224853811,-5.305288889,-0.101884669,0.123437752,0.104359016,0.096228923
ANET,2019-Q4,10/31/2019,249.9250082,0.09173555,56.6090944,1.463045255,0.237909996,0.338547712,0.555387624,1,0.043695797,0.025683789,1.474742555,1.47155812,3,-5.68415096,-0.853814706,0.099830893,1.98621,0.168856857,23.65418345,13.22,-0.403549793,-0.337953673,-0.025883468,-0.180738246,-0.086100886,-0.278924939,-6.082555556,-0.187055781,0.128288348,0.103225332,0.104359016
ANET,2020-Q1,2/13/2020,236.2917895,0.500618094,71.9956991,1.044957965,0.19354136,1.15568074,0.479735844,1,0.011329439,0.001593202,1.065436572,1.076074972,3,-3.811165009,-0.612810912,0.120897483,2.4053455,0.209886643,23.62215292,14.15,-0.525811376,-0.463081336,-0.033787291,-0.234012351,-0.117371779,-0.406511095,-9.020444444,-0.198365741,0.125168182,0.242343705,0.103225332
ANET,2020-Q2,5/5/2020,217.8538535,0.226052694,55.97942551,1.116048484,0.429651326,5.05664,5.638899083,1,0.050511509,0.025575448,1.040326364,1.366111952,1,-6.340097678,-0.739890148,0.10222536,1.274774,0.058720929,23.53737251,33.61,-0.427686799,-0.380484702,-0.026702259,-0.152188262,-0.093964253,-0.336736128,-7.477666667,-0.181404166,0.108380674,0.05954886,0.242343705
ANET,2020-Q3,8/4/2020,247.0884715,0.449776655,79.47149582,0.662338454,0.25232674,-0.646909627,0.152809777,1,0.003321471,0.000474496,0.903116288,0.831812256,1,-19.23519303,-2.105510898,0.092215228,1.1129065,0.058586857,23.71826599,23.76,-0.246005564,-0.197382029,-0.010754728,-0.009240572,-0.039576789,-0.152479548,-2.878755556,-0.069598092,0.099391356,0.056387226,0.05954886
ANET,2020-Q4,11/2/2020,220.5599312,0.149180924,45.69007631,1.047054957,0.249411847,0.322488133,-0.649450231,1,0.034154275,0.006505576,0.959503762,0.858376511,0,-3.081501106,-0.312207204,0.098046916,1.060148,0.0450105,23.52241975,37.13,-0.321720339,-0.260732891,-0.015053644,-0.055194561,-0.054811918,-0.204884425,-4.016266667,-0.036734152,0.10048529,0.109322323,0.056387226
ANET,2021-Q1,2/18/2021,324.3177542,0.044287717,45.80347296,1.711592211,0.222818109,-0.225416056,-0.866663817,1,0.016805403,0.016962463,0.687694559,0.923564955,3,-8.397717207,-0.376880482,0.107144944,2.1317285,0.191184286,23.87462912,22.49,-0.504087362,-0.43105468,-0.029117631,-0.196697003,-0.103401107,-0.364064981,-7.261666667,-0.081795814,0.123963305,0.15440496,0.109322323
ANET,2021-Q2,5/4/2021,324.0689827,0.10588304,46.87635976,1.567470093,0.183236467,-1.281804109,0.390625628,1,0.002558199,0.011256076,1.821126639,1.430970149,1,-1.489677145,-0.380170149,0.100667502,1.1596075,0.074036643,23.87188405,19.48,-0.406075417,-0.336133185,-0.020852944,0.160916396,-0.075494859,-0.27204822,-4.620555556,0.040792626,0.118696027,0.006799417,0.15440496
ANET,2021-Q3,8/2/2021,386.1247018,0.10637246,63.42326221,1.507154429,0.182616994,0.363855422,4.525523541,1,0.004359198,0.001743679,0.738185385,1.6612529,0,-2.409453787,-0.449358164,0.082120032,0.872727,0.039322214,24.08319432,19.46,-0.329014555,-0.257297979,-0.014268309,0.25911058,-0.052262593,-0.192132132,-2.750666667,0.135556748,0.111169344,0.036656412,0.006799417
ANET,2021-Q4,11/1/2021,403.1689607,0.322485669,70.3843376,1.559316596,0.206045569,3.075100208,4.055891097,1,0.007275132,0.000661376,1.258970797,0.561983471,0,-9.932864076,-0.963050736,0.089824879,0.8948275,0.050493714,24.16829714,16.41,-0.223769136,-0.14304347,-0.005627627,0.418487348,-0.020535153,-0.073192673,0.2917,0.24116928,0.110848841,0.005275996,0.036656412
ANET,2022-Q1,2/14/2022,129.0112824,0.141543116,52.08543083,0.969508823,0.276109011,0.405235955,0.269103774,1,0.019911928,0.004690791,1.595622627,1.132271892,0,-5.169006534,-0.675232266,0.136274465,1.413533,0.069253214,24.35400283,28.33,-0.51152461,-0.382533608,-0.020380663,0.298189147,-0.073207296,-0.274107918,-5.904633333,0.241301755,0.134083026,0.203881832,0.005275996
ANET,2022-Q2,5/2/2022,127.8115407,0.050736311,39.85177636,1.048979038,0.252273752,0.02241777,3.027056367,1,0.00621118,0.008198758,1.619723003,1.514053716,0,-0.319726593,-0.0676681,0.116401034,1.2319705,0.056300286,24.31915805,32.34,-0.240847134,-0.113897783,0.003530291,0.488535299,0.00838936,-0.00753649,-0.788522222,0.335840125,0.10153717,0.057971014,0.203881832
ANET,2022-Q3,8/1/2022,109.2554173,0.047929656,77.26686183,1.24827165,0.207865067,1.672823816,6.428119684,1,0.006674757,0,1.408644608,0.819988956,0,-4.157478448,-0.643330534,0.097167271,1.016259,0.048385071,24.31384118,22.84,-0.232478496,-0.105300756,0.004556399,0.507583723,0.011598765,0.001396002,-1.2152,0.408642739,0.0992988,0.035768645,0.057971014
ANET,2022-Q4,10/31/2022,116.6838819,0.042564327,58.68144407,1.408873233,0.357025848,-0.83820418,1.83045385,1,0.011288964,0.001095198,1.132312736,1.795572303,0,-2.477836995,-0.343070249,0.095895347,1.0300005,0.044743714,24.32809174,25.88,-0.203282919,-0.080496228,0.00605729,0.543217593,0.016990468,0.022266106,-1.4056,0.435168179,0.095095721,0.003996259,0.035768645
ANET,2023-Q1,2/13/2023,132.8063265,0.014070662,62.07769581,0.768053012,0.271679284,2.430607133,-0.987960326,1,0.009037669,0.000795315,1.312820371,0.516889669,0,-12.52090032,-1.108067652,0.088209291,0.915754,0.044732286,24.45035415,20.34,-0.126933057,-0.017371927,0.010247662,0.588386902,0.031878264,0.073756435,-0.381755556,0.493414678,0.078175675,0.056677147,0.003996259
ANET,2023-Q2,5/1/2023,164.9804474,0.040381622,50.67126902,1.59747159,0.262854879,4.327686442,0.80616382,1,0.03488786,0.040583838,1.051846431,0.566939383,0,-0.854103825,0.023195724,0.085850168,0.8825895,0.044599643,24.61655899,16.08,0.051000277,0.148769578,0.023522929,0.725125431,0.078216968,0.229087632,2.254488889,0.586631384,0.068417507,0.040147059,0.056677147
ANET,2023-Q3,7/31/2023,169.2288987,0.050580046,40.7255427,0.851740484,0.369669582,3.482519707,0.016131605,1,0.023909986,0.037758304,1.348183214,0.705350554,0,0.968853701,0.356553721,0.099562594,1.023469,0.051734857,24.59053434,13.63,-0.197668617,-0.096436781,0.004044204,0.255922926,0.009801702,-0.01268897,-2.288066667,0.419069851,0.095216697,0.157217782,0.040147059
ANET,2023-Q4,10/30/2023,192.0594141,0.096898888,44.35357788,0.744235979,0.29715066,2.809911149,3.39250525,1,0.008263069,0.032715008,1.536618548,1.428337428,0,1.361712202,0.186768518,0.104339507,1.112522,0.049561429,24.71962215,19.75,-0.393690143,-0.299773872,-0.013728064,0.07642821,-0.05241253,-0.221723005,-5.705177778,0.317780919,0.111700905,0.196788961,0.157217782
ANET,2024-Q1,2/12/2024,275.2690591,0.315199583,67.01297714,1.14075367,0.226565152,0.219356825,0.408361737,1,0.035002998,0.007985355,1.924815687,1.036444273,0,-8.714221619,-0.656246891,0.160711719,1.65601,0.0830175,25.19355249,13.93,-0.516618741,-0.437376067,-0.02592851,-0.10740034,-0.095247833,-0.369020369,-8.931544444,0.197812905,0.115395599,0.140279991,0.196788961
ANET,2024-Q2,5/7/2024,277.7677392,0.220784193,47.20465935,0.641462542,0.32254663,0.028181214,0.071196054,1,0.011235955,0.015741744,2.586021039,0.643821489,1,0.346883062,0.107555857,0.102448474,1.213729,0.068936071,25.17674915,13.23,-0.147935078,-0.11993143,-0.001397031,0.121263939,-0.013322067,-0.09290832,0.000644444,0.29240426,0.105586279,0.054720877,0.140279991
